Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/38341747     construct_case_clauses [120]
                0.00    0.00       4/38341747     get_vars_from_match [131]
                0.00    0.00       5/38341747     append [206]
                0.00    0.00       6/38341747     match_clauses_to_name_free <cycle 2> [130]
                0.00    0.00       8/38341747     letrec_to_let <cycle 4> [96]
                0.00    0.00       9/38341747     add_definition_to_context [188]
                0.00    0.00       9/38341747     scan_internal_defs [140]
                0.00    0.00      10/38341747     mk_unassigned_vars [97]
                0.00    0.00      12/38341747     mk_sexp_quoted [199]
                0.00    0.00      12/38341747     abbreviation <cycle 3> [113]
                0.00    0.00      15/38341747     mk_set_var_values [128]
                0.00    0.00      16/38341747     let_to_combination <cycle 4> [145]
                0.00    0.00      16/38341747     inner_construct_case_clauses [121]
                0.00    0.00      16/38341747     add_binding_to_frame [193]
                0.00    0.00      18/38341747     named_let_to_letrec <cycle 4> [125]
                0.00    0.00      32/38341747     mk_sexp_lambda [184]
                0.00    0.00      32/38341747     add_var_if_consistent [175]
                0.00    0.00      66/38341747     quasiquote_to_list [112]
                0.00    0.00      87/38341747     _unzip_ [144]
                0.00    0.00      87/38341747     extend_context [161]
                0.00    0.00     110/38341747     _cons_procedure_ [146]
                0.00    0.00     148/38341747     mk_sexp_if [156]
                0.00    0.00     185/38341747     mk_list [129]
                0.00    0.00     252/38341747     define_to_lambda <cycle 4> [110]
                0.00    0.00     540/38341747     parse_list <cycle 3> [98]
                0.00    0.00     914/38341747     datum_plus <cycle 3> [95]
                0.00    0.00     950/38341747     exp_to_name_free_exp <cycle 2> [91]
                0.00    0.00    1436/38341747     xlat_sequence <cycle 4> [119]
                0.00    0.00    3988/38341747     hash_table_set [54]
                0.03    0.07 17820113/38341747     _reverse_ [12]
                0.04    0.08 20512645/38341747     hairy_eval <cycle 1> [4]
[14]     8.6    0.07    0.14 38341747         cons [14]
                0.08    0.06 38341747/38341904     mk_pair_data [16]
-----------------------------------------------
                0.01    0.13 4870909/4870909     apply_primitive_procedure <cycle 1> [7]
[15]     5.8    0.01    0.13 4870909         _equal_procedure_ [15]
                0.01    0.12 4870909/4870941     it_bin_pred [18]
-----------------------------------------------
                0.00    0.00       2/38341904     mk_match [237]
                0.00    0.00       6/38341904     mk_assignment [219]
                0.00    0.00      64/38341904     mk_definition [176]
                0.00    0.00      85/38341904     mk_lambda [169]
                0.08    0.06 38341747/38341904     cons [14]
[16]     5.8    0.09    0.06 38341904         mk_pair_data [16]
                0.06    0.00 76683808/82072651     mloc [29]
-----------------------------------------------
                0.00    0.00       1/95057266     _display_procedure_ [74]
                0.00    0.00       2/95057266     sexp_match_key [238]
                0.00    0.00       2/95057266     get_vars_from_match [131]
                0.00    0.00       2/95057266     _symbol_to_string_procedure_ [220]
                0.00    0.00       2/95057266     _string_to_symbol_procedure_ [141]
                0.00    0.00       3/95057266     caddr [224]
                0.00    0.00       3/95057266     named_let_to_letrec <cycle 4> [125]
                0.00    0.00       4/95057266     inner_or_to_if <cycle 4> [191]
                0.00    0.00       4/95057266     letrec_to_let <cycle 4> [96]
                0.00    0.00       4/95057266     cdar [230]
                0.00    0.00       4/95057266     sexp_apply_procedure [231]
                0.00    0.00       4/95057266     _caar_procedure_ [42]
                0.00    0.00       4/95057266     _cdar_procedure_ [202]
                0.00    0.00       5/95057266     mk_unassigned_vars [97]
                0.00    0.00       5/95057266     append [206]
                0.00    0.00       6/95057266     match_clauses_to_name_free <cycle 2> [130]
                0.00    0.00       8/95057266     caar [43]
                0.00    0.00       8/95057266     _cdr_procedure_ [195]
                0.00    0.00       8/95057266     _reverse_procedure_ [172]
                0.00    0.00       9/95057266     add_definition_to_context [188]
                0.00    0.00       9/95057266     add_defs_to_context [185]
                0.00    0.00      10/95057266     mk_set_var_values [128]
                0.00    0.00      12/95057266     inner_construct_case_clauses [121]
                0.00    0.00      12/95057266     _data_eval_procedure_ <cycle 1> [198]
                0.00    0.00      16/95057266     let_to_combination <cycle 4> [145]
                0.00    0.00      16/95057266     find [201]
                0.00    0.00      16/95057266     pattern_match [116]
                0.00    0.00      16/95057266     _remove [71]
                0.00    0.00      18/95057266     symbol_exist_in_improper_list [207]
                0.00    0.00      20/95057266     case_clause_datum [215]
                0.00    0.00      20/95057266     find_matching_match_clause [115]
                0.00    0.00      28/95057266     _car_procedure_ [187]
                0.00    0.00      32/95057266     define_scan [181]
                0.00    0.00      33/95057266     quasiquote_to_list [112]
                0.00    0.00      34/95057266     _IS_NIL_procedure_ [167]
                0.00    0.00      37/95057266     sexp_quotation_value [70]
                0.00    0.00      54/95057266     if_sexp_alternative [157]
                0.00    0.00      57/95057266     if_sexp_predicate [182]
                0.00    0.00      57/95057266     if_sexp_consequent [168]
                0.00    0.00      63/95057266     cdadr [166]
                0.00    0.00      64/95057266     sexp_definition_value [164]
                0.00    0.00      70/95057266     cadr [174]
                0.00    0.00      73/95057266     sexp_definition_variable [173]
                0.00    0.00      85/95057266     lambda_sexp_parameters [171]
                0.00    0.00     107/95057266     scan_internal_defs [140]
                0.00    0.00     126/95057266     caadr [170]
                0.00    0.00     128/95057266     _unzip_ [144]
                0.00    0.00     128/95057266     is_define [103]
                0.00    0.00     131/95057266     expand_cond_clauses <cycle 4> [150]
                0.00    0.00     131/95057266     cond_predicate [183]
                0.00    0.00     220/95057266     _cons_procedure_ [146]
                0.00    0.00     800/95057266     symbol_to_bound_var [122]
                0.00    0.00     962/95057266     exp_to_name_free_exp <cycle 2> [91]
                0.00    0.00    1436/95057266     xlat_sequence <cycle 4> [119]
                0.00    0.00    2768/95057266     get_var_index [127]
                0.00    0.00   36188/95057266     is_tagged_list [111]
                0.00    0.00 2692567/95057266     _sub_numbers [31]
                0.00    0.00 2692567/95057266     sub_numbers [26]
                0.00    0.00 2692602/95057266     fold_right [38]
                0.00    0.00 2692726/95057266     first_exp [45]
                0.01    0.00 4870941/95057266     it_bin_pred [18]
                0.01    0.00 6217211/95057266     _it_bin_pred [22]
                0.02    0.00 11602651/95057266     operator [36]
                0.03    0.00 17820113/95057266     _reverse_ [12]
                0.03    0.00 20512649/95057266     first_operand [30]
                0.03    0.00 23219174/95057266     _find [19]
[17]     5.5    0.13    0.00 95057266         car [17]
-----------------------------------------------
                0.00    0.00      32/4870941     _less_procedure_ [155]
                0.01    0.12 4870909/4870941     _equal_procedure_ [15]
[18]     5.4    0.01    0.12 4870941         it_bin_pred [18]
                0.03    0.06 4870941/4870941     _it_bin_pred [22]
                0.01    0.00 4870941/112515609     cdr [11]
                0.01    0.00 4870941/95057266     car [17]
                0.00    0.00 4870941/4871021     mk_boolean [78]
                0.00    0.00 4870941/37501468     nil [61]
-----------------------------------------------
                0.05    0.08 11609400/11609400     hash_table_ref [8]
[19]     5.2    0.05    0.08 11609400         _find [19]
                0.03    0.00 23219174/95057266     car [17]
                0.02    0.00 11609587/112515609     cdr [11]
                0.02    0.00 11602652/11602654     is_symbol_eq [47]
                0.00    0.00       6/4870921     is_number_equal [33]
                0.00    0.00    6929/6929        _symbol_equal_ [471]
-----------------------------------------------
                0.00    0.00       8/11611402     hash_table_delete [55]
                0.00    0.00    1994/11611402     hash_table_set [54]
                0.04    0.08 11609400/11611402     hash_table_ref [8]
[20]     4.9    0.04    0.08 11611402         vector_ref [20]
                0.04    0.00 23222804/51817258     assert_throw [24]
                0.02    0.00 11611402/11613397     is_vector [46]
                0.01    0.01 11611402/11614010     as_integer [50]
-----------------------------------------------
                0.01    0.10 2692567/2692567     apply_primitive_procedure <cycle 1> [7]
[21]     4.6    0.01    0.10 2692567         _minus_procedure_ [21]
                0.00    0.08 2692567/2692567     sub_numbers [26]
                0.00    0.01 2692567/8078166     length [37]
                0.00    0.00 2692567/51817258     assert_throw [24]
-----------------------------------------------
                             1346270             _it_bin_pred [22]
                0.03    0.06 4870941/4870941     it_bin_pred [18]
[22]     3.8    0.03    0.06 4870941+1346270 _it_bin_pred [22]
                0.02    0.03 4870909/4870921     is_number_equal [33]
                0.01    0.00 6217211/95057266     car [17]
                0.00    0.00 1346270/112515609     cdr [11]
                0.00    0.00      32/32          is_number_lt [180]
                             1346270             _it_bin_pred [22]
-----------------------------------------------
                0.00    0.09       1/1           main [1]
[23]     3.7    0.00    0.09       1         script_mode [23]
                0.01    0.08       2/52          eval <cycle 1> [89]
                0.00    0.00       3/53          stack_init [52]
                0.00    0.00       1/1           mk_command_line_list [106]
                0.00    0.00       2/58          xlat <cycle 4> [66]
                0.00    0.00       1/21          mk_string_with_length [73]
                0.00    0.00       3/3           read_from_port [109]
                0.00    0.00       1/65          define_variable [107]
                0.00    0.00       1/4778        mk_symbol [68]
                0.00    0.00      24/24          read_char_from_port [189]
                0.00    0.00      25/25          is_char_equal [194]
                0.00    0.00       1/1           peek_char_from_port [240]
                0.00    0.00       1/1           open_input_file [246]
                0.00    0.00      27/129         is_eof_object [264]
                0.00    0.00       2/93          mk_char [266]
-----------------------------------------------
                0.00    0.00       1/51817258     open_input_file [246]
                0.00    0.00       1/51817258     _display_procedure_ [74]
                0.00    0.00       1/51817258     peek_char_from_port [240]
                0.00    0.00       2/51817258     string_to_symbol [142]
                0.00    0.00       2/51817258     symbol_to_string [239]
                0.00    0.00       2/51817258     _symbol_to_string_procedure_ [220]
                0.00    0.00       2/51817258     _string_to_symbol_procedure_ [141]
                0.00    0.00       3/51817258     read_from_port [109]
                0.00    0.00       4/51817258     inner_construct_case_clauses [121]
                0.00    0.00       4/51817258     construct_case_clauses [120]
                0.00    0.00       4/51817258     mk_vector [213]
                0.00    0.00       4/51817258     _caar_procedure_ [42]
                0.00    0.00       4/51817258     _cdar_procedure_ [202]
                0.00    0.00       6/51817258     named_let_to_letrec <cycle 4> [125]
                0.00    0.00       6/51817258     _data_eval_procedure_ <cycle 1> [198]
                0.00    0.00       8/51817258     string_length [232]
                0.00    0.00       8/51817258     string_append [203]
                0.00    0.00       8/51817258     _cdr_procedure_ [195]
                0.00    0.00       8/51817258     _reverse_procedure_ [172]
                0.00    0.00      11/51817258     set_car [221]
                0.00    0.00      14/51817258     _car_procedure_ [187]
                0.00    0.00      16/51817258     let_to_combination <cycle 4> [145]
                0.00    0.00      20/51817258     xlat <cycle 4> [66]
                0.00    0.00      24/51817258     read_char_from_port [189]
                0.00    0.00      34/51817258     _IS_NIL_procedure_ [167]
                0.00    0.00      50/51817258     is_char_equal [194]
                0.00    0.00      64/51817258     is_number_lt [180]
                0.00    0.00     110/51817258     _cons_procedure_ [146]
                0.00    0.00     124/51817258     mul_number [160]
                0.00    0.00    3988/51817258     vector_set [118]
                0.00    0.00 2692567/51817258     _minus_procedure_ [21]
                0.00    0.00 2692653/51817258     procedure_body [63]
                0.00    0.00 2692653/51817258     procedure_environment [51]
                0.01    0.00 5385072/51817258     add_number [41]
                0.01    0.00 5385134/51817258     _sub_two_numbers [35]
                0.02    0.00 9741842/51817258     is_number_equal [33]
                0.04    0.00 23222804/51817258     vector_ref [20]
[24]     3.7    0.09    0.00 51817258         assert_throw [24]
-----------------------------------------------
                0.04    0.04 20512649/20512649     hairy_eval <cycle 1> [4]
[25]     3.4    0.04    0.04 20512649         last_operand [25]
                0.04    0.00 20512649/112515609     cdr [11]
-----------------------------------------------
                0.00    0.08 2692567/2692567     _minus_procedure_ [21]
[26]     3.4    0.00    0.08 2692567         sub_numbers [26]
                0.00    0.06 2692567/2692567     _sub_numbers [31]
                0.00    0.01 2692567/8078166     length [37]
                0.01    0.00 2692567/112515609     cdr [11]
                0.00    0.00 2692567/95057266     car [17]
                0.00    0.00 2692567/37501468     nil [61]
-----------------------------------------------
                0.00    0.00       8/11613396     hash_table_delete [55]
                0.00    0.00    3988/11613396     hash_table_set [54]
                0.03    0.04 11609400/11613396     hash_table_ref [8]
[27]     3.1    0.04    0.04 11613396         get_index [27]
                0.04    0.00 11612799/11612799     _symbol_hash_ [39]
                0.00    0.00     597/597         number_hash [154]
-----------------------------------------------
                0.06    0.00 11602655/11602655     hairy_eval <cycle 1> [4]
[28]     2.5    0.06    0.00 11602655         no_operands [28]
-----------------------------------------------
                0.00    0.00       2/82072651     symbol_to_string [239]
                0.00    0.00       2/82072651     mk_eof [250]
                0.00    0.00       2/82072651     mk_port [253]
                0.00    0.00       8/82072651     mk_apply [216]
                0.00    0.00       8/82072651     mk_hash_table [72]
                0.00    0.00      12/82072651     _mk_vector [227]
                0.00    0.00      42/82072651     mk_cell_data [212]
                0.00    0.00      50/82072651     mk_string_type [208]
                0.00    0.00      53/82072651     stack_init [52]
                0.00    0.00      62/82072651     mk_none [205]
                0.00    0.00      64/82072651     mk_unasigned_number [204]
                0.00    0.00     114/82072651     mk_if [196]
                0.00    0.00     152/82072651     mk_procedure [158]
                0.00    0.00     306/82072651     mk_primitive_procedure [178]
                0.00    0.00     572/82072651     mk_bound_var [162]
                0.00    0.00    2070/82072651     mk_symbol [68]
                0.00    0.00 5385324/82072651     mk_env [83]
                0.06    0.00 76683808/82072651     mk_pair_data [16]
[29]     2.5    0.06    0.00 82072651         mloc [29]
-----------------------------------------------
                0.03    0.03 20512649/20512649     hairy_eval <cycle 1> [4]
[30]     2.4    0.03    0.03 20512649         first_operand [30]
                0.03    0.00 20512649/95057266     car [17]
-----------------------------------------------
                             2692567             _sub_numbers [31]
                0.00    0.06 2692567/2692567     sub_numbers [26]
[31]     2.4    0.00    0.06 2692567+2692567 _sub_numbers [31]
                0.03    0.02 2692567/2692567     _sub_two_numbers [35]
                0.01    0.00 2692567/112515609     cdr [11]
                0.00    0.00 2692567/95057266     car [17]
                0.00    0.00 5385134/37501468     nil [61]
                             2692567             _sub_numbers [31]
-----------------------------------------------
                0.01    0.05 1346268/1346268     apply_primitive_procedure <cycle 1> [7]
[32]     2.4    0.01    0.05 1346268         _plus_procedure_ [32]
                0.00    0.04 1346268/1346301     fold_right [38]
                0.01    0.00 1346268/1346330     mk_number [60]
-----------------------------------------------
                0.00    0.00       6/4870921     _find [19]
                0.00    0.00       6/4870921     _remove [71]
                0.02    0.03 4870909/4870921     _it_bin_pred [22]
[33]     2.1    0.02    0.03 4870921         is_number_equal [33]
                0.02    0.00 9741842/51817258     assert_throw [24]
                0.01    0.00 4870921/10256118     is_atleast_one [48]
                0.00    0.00 9741842/20512236     is_number [56]
-----------------------------------------------
                                                 <spontaneous>
[34]     2.0    0.05    0.00                 get_stack [34]
-----------------------------------------------
                0.03    0.02 2692567/2692567     _sub_numbers [31]
[35]     1.9    0.03    0.02 2692567         _sub_two_numbers [35]
                0.01    0.00 5385134/51817258     assert_throw [24]
                0.01    0.00 2692567/10256118     is_atleast_one [48]
                0.00    0.00 5385134/20512236     is_number [56]
                0.00    0.00 2692567/6732194     mk_number_from_int [257]
-----------------------------------------------
                0.03    0.02 11602651/11602651     hairy_eval <cycle 1> [4]
[36]     1.9    0.03    0.02 11602651         operator [36]
                0.02    0.00 11602651/95057266     car [17]
-----------------------------------------------
                0.00    0.00       1/8078166     _display_procedure_ [74]
                0.00    0.00       2/8078166     exp_to_name_free_exp <cycle 2> [91]
                0.00    0.00       2/8078166     _symbol_to_string_procedure_ [220]
                0.00    0.00       2/8078166     _string_to_symbol_procedure_ [141]
                0.00    0.00       3/8078166     named_let_to_letrec <cycle 4> [125]
                0.00    0.00       4/8078166     construct_case_clauses [120]
                0.00    0.00       4/8078166     mk_apply [216]
                0.00    0.00       4/8078166     _caar_procedure_ [42]
                0.00    0.00       4/8078166     _cdar_procedure_ [202]
                0.00    0.00       6/8078166     _data_eval_procedure_ <cycle 1> [198]
                0.00    0.00       8/8078166     _cdr_procedure_ [195]
                0.00    0.00       8/8078166     _reverse_procedure_ [172]
                0.00    0.00      14/8078166     _car_procedure_ [187]
                0.00    0.00      16/8078166     let_to_combination <cycle 4> [145]
                0.00    0.00      20/8078166     xlat <cycle 4> [66]
                0.00    0.00      34/8078166     _IS_NIL_procedure_ [167]
                0.00    0.00      63/8078166     define_to_lambda <cycle 4> [110]
                0.00    0.00      66/8078166     mk_procedure [158]
                0.00    0.00     110/8078166     _cons_procedure_ [146]
                0.00    0.01 2692567/8078166     sub_numbers [26]
                0.00    0.01 2692567/8078166     _minus_procedure_ [21]
                0.00    0.01 2692661/8078166     hairy_eval <cycle 1> [4]
[37]     1.8    0.01    0.03 8078166         length [37]
                0.03    0.00 13463744/112515609     cdr [11]
-----------------------------------------------
                             2692602             fold_right [38]
                0.00    0.00       2/1346301     _string_append_procedure_ [105]
                0.00    0.00      31/1346301     _mul_procedure_ [69]
                0.00    0.04 1346268/1346301     _plus_procedure_ [32]
[38]     1.8    0.01    0.04 1346301+2692602 fold_right [38]
                0.01    0.02 2692536/2692536     add_number [41]
                0.01    0.00 2692602/112515609     cdr [11]
                0.00    0.00 2692602/95057266     car [17]
                0.00    0.00 4038903/37501468     nil [61]
                0.00    0.00      62/62          mul_number [160]
                0.00    0.00       4/4           string_append [203]
                             2692602             fold_right [38]
-----------------------------------------------
                0.04    0.00 11612799/11612799     get_index [27]
[39]     1.6    0.04    0.00 11612799         _symbol_hash_ [39]
-----------------------------------------------
                0.01    0.02 8909994/8909994     hairy_eval <cycle 1> [4]
[40]     1.2    0.01    0.02 8909994         rest_operands [40]
                0.02    0.00 8909994/112515609     cdr [11]
-----------------------------------------------
                0.01    0.02 2692536/2692536     fold_right [38]
[41]     1.1    0.01    0.02 2692536         add_number [41]
                0.01    0.00 5385072/51817258     assert_throw [24]
                0.01    0.00 2692536/10256118     is_atleast_one [48]
                0.00    0.00 5385072/20512236     is_number [56]
                0.00    0.00 2692536/6732194     mk_number_from_int [257]
-----------------------------------------------
                0.00    0.03       4/4           apply_primitive_procedure <cycle 1> [7]
[42]     1.0    0.00    0.03       4         _caar_procedure_ [42]
                0.03    0.00       4/4           caar [43]
                0.00    0.00       4/8078166     length [37]
                0.00    0.00       4/51817258     assert_throw [24]
                0.00    0.00       4/95057266     car [17]
-----------------------------------------------
                0.03    0.00       4/4           _caar_procedure_ [42]
[43]     1.0    0.03    0.00       4         caar [43]
                0.00    0.00       8/95057266     car [17]
-----------------------------------------------
                0.00    0.02 11602651/11602651     hairy_eval <cycle 1> [4]
[44]     1.0    0.00    0.02 11602651         operands [44]
                0.02    0.00 11602651/112515609     cdr [11]
-----------------------------------------------
                0.00    0.00      49/2692726     sequence_to_exp <cycle 4> [159]
                0.02    0.00 2692677/2692726     hairy_eval <cycle 1> [4]
[45]     1.0    0.02    0.00 2692726         first_exp [45]
                0.00    0.00 2692726/95057266     car [17]
-----------------------------------------------
                0.00    0.00       1/11613397     display_on_file [76]
                0.00    0.00    1994/11613397     vector_set [118]
                0.02    0.00 11611402/11613397     vector_ref [20]
[46]     0.8    0.02    0.00 11613397         is_vector [46]
-----------------------------------------------
                0.00    0.00       2/11602654     _remove [71]
                0.02    0.00 11602652/11602654     _find [19]
[47]     0.8    0.02    0.00 11602654         is_symbol_eq [47]
-----------------------------------------------
                0.00    0.00      32/10256118     is_number_lt [180]
                0.00    0.00      62/10256118     mul_number [160]
                0.01    0.00 2692536/10256118     add_number [41]
                0.01    0.00 2692567/10256118     _sub_two_numbers [35]
                0.01    0.00 4870921/10256118     is_number_equal [33]
[48]     0.8    0.02    0.00 10256118         is_atleast_one [48]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.8    0.02    0.00                 _init [49]
-----------------------------------------------
                0.00    0.00       1/11614010     display_number [247]
                0.00    0.00       4/11614010     _mk_vector [227]
                0.00    0.00       4/11614010     mk_vector [213]
                0.00    0.00       8/11614010     string_append [203]
                0.00    0.00     597/11614010     number_hash [154]
                0.00    0.00    1994/11614010     vector_set [118]
                0.01    0.01 11611402/11614010     vector_ref [20]
[50]     0.8    0.01    0.01 11614010         as_integer [50]
                0.01    0.00 11614010/11614104     is_real [57]
-----------------------------------------------
                0.01    0.01 2692653/2692653     hairy_eval <cycle 1> [4]
[51]     0.7    0.01    0.01 2692653         procedure_environment [51]
                0.00    0.00 2692653/51817258     assert_throw [24]
                0.00    0.00 2692653/8077959     is_compound_procedure [58]
-----------------------------------------------
                0.00    0.00       3/53          script_mode [23]
                0.01    0.00      50/53          populate_initial_environment [3]
[52]     0.6    0.01    0.00      53         stack_init [52]
                0.00    0.00      53/82072651     mloc [29]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[53]     0.5    0.01    0.00       1         init_symbol_table [53]
                0.00    0.00       1/4           mk_hash_table [72]
                0.00    0.00      22/4778        mk_symbol [68]
-----------------------------------------------
                0.00    0.00      57/1994        global_env_define_variable [108]
                0.00    0.00     153/1994        init_primitive_procedures [92]
                0.00    0.00     749/1994        gr_init [65]
                0.00    0.01    1035/1994        mk_symbol [68]
[54]     0.4    0.00    0.01    1994         hash_table_set [54]
                0.01    0.01       8/8           hash_table_delete [55]
                0.00    0.00    1994/11609400     hash_table_ref [8]
                0.00    0.00    3988/11613396     get_index [27]
                0.00    0.00    3988/38341747     cons [14]
                0.00    0.00    1994/11611402     vector_ref [20]
                0.00    0.00    1994/1994        vector_set [118]
-----------------------------------------------
                0.01    0.01       8/8           hash_table_set [54]
[55]     0.4    0.01    0.01       8         hash_table_delete [55]
                0.01    0.00       8/8           _remove [71]
                0.00    0.00       8/11611402     vector_ref [20]
                0.00    0.00       8/11613396     get_index [27]
-----------------------------------------------
                0.00    0.00      64/20512236     is_number_lt [180]
                0.00    0.00     124/20512236     mul_number [160]
                0.00    0.00 5385072/20512236     add_number [41]
                0.00    0.00 5385134/20512236     _sub_two_numbers [35]
                0.00    0.00 9741842/20512236     is_number_equal [33]
[56]     0.4    0.01    0.00 20512236         is_number [56]
-----------------------------------------------
                0.00    0.00       1/11614104     display_number [247]
                0.00    0.00      93/11614104     as_real [197]
                0.01    0.00 11614010/11614104     as_integer [50]
[57]     0.4    0.01    0.00 11614104         is_real [57]
-----------------------------------------------
                0.00    0.00 2692653/8077959     procedure_parameters [62]
                0.00    0.00 2692653/8077959     procedure_body [63]
                0.00    0.00 2692653/8077959     procedure_environment [51]
[58]     0.4    0.01    0.00 8077959         is_compound_procedure [58]
-----------------------------------------------
                0.00    0.00       1/4871003     peek_char_from_port [240]
                0.00    0.00       3/4871003     read_from_port [109]
                0.00    0.00      24/4871003     read_char_from_port [189]
                0.01    0.00 4870975/4871003     hairy_eval <cycle 1> [4]
[59]     0.4    0.01    0.00 4871003         is_true [59]
-----------------------------------------------
                0.00    0.00      31/1346330     _mul_procedure_ [69]
                0.00    0.00      31/1346330     decimal [177]
                0.01    0.00 1346268/1346330     _plus_procedure_ [32]
[60]     0.4    0.01    0.00 1346330         mk_number [60]
                0.00    0.00 1346339/1346339     hex_to_number [259]
                0.00    0.00 1346330/6732194     mk_number_from_int [257]
-----------------------------------------------
                0.00    0.00       1/37501468     mk_command_line_list [106]
                0.00    0.00       3/37501468     get_global_env [248]
                0.00    0.00       4/37501468     mk_set_var_values [128]
                0.00    0.00       4/37501468     mk_hash_table [72]
                0.00    0.00       5/37501468     get_vars_from_match [131]
                0.00    0.00       5/37501468     abbreviation <cycle 3> [113]
                0.00    0.00       6/37501468     mk_sexp_quoted [199]
                0.00    0.00      10/37501468     parse_list <cycle 3> [98]
                0.00    0.00      16/37501468     find [201]
                0.00    0.00      24/37501468     find_matching_match_clause [115]
                0.00    0.00      37/37501468     mk_sexp_if [156]
                0.00    0.00      46/37501468     unzip [143]
                0.00    0.00      58/37501468     eval <cycle 1> [89]
                0.00    0.00      85/37501468     scan_internal_defs [140]
                0.00    0.00     152/37501468     mk_list [129]
                0.00    0.00     531/37501468     datum_plus <cycle 3> [95]
                0.00    0.00 2692567/37501468     sub_numbers [26]
                0.00    0.00 4038903/37501468     fold_right [38]
                0.00    0.00 4870941/37501468     it_bin_pred [18]
                0.00    0.00 5385134/37501468     _sub_numbers [31]
                0.00    0.00 8910049/37501468     reverse [9]
                0.00    0.00 11602887/37501468     hairy_eval <cycle 1> [4]
[61]     0.4    0.01    0.00 37501468         nil [61]
-----------------------------------------------
                0.01    0.00 2692653/2692653     hairy_eval <cycle 1> [4]
[62]     0.3    0.01    0.00 2692653         procedure_parameters [62]
                0.00    0.00 2692653/8077959     is_compound_procedure [58]
-----------------------------------------------
                0.00    0.01 2692653/2692653     hairy_eval <cycle 1> [4]
[63]     0.3    0.00    0.01 2692653         procedure_body [63]
                0.00    0.00 2692653/51817258     assert_throw [24]
                0.00    0.00 2692653/8077959     is_compound_procedure [58]
-----------------------------------------------
[64]     0.3    0.00    0.01      58+2445    <cycle 4 as a whole> [64]
                0.00    0.01    1725             xlat <cycle 4> [66]
                0.00    0.00       4             letrec_to_let <cycle 4> [96]
                0.00    0.00      63             define_to_lambda <cycle 4> [110]
                0.00    0.00       4             case_to_cond <cycle 4> [117]
                0.00    0.00     603+1436        xlat_sequence <cycle 4> [119]
                0.00    0.00       3             named_let_to_letrec <cycle 4> [125]
                0.00    0.00      16             let_to_combination <cycle 4> [145]
                0.00    0.00      16+33          expand_cond_clauses <cycle 4> [150]
                0.00    0.00      49             sequence_to_exp <cycle 4> [159]
                0.00    0.00       2+2           inner_or_to_if <cycle 4> [191]
                0.00    0.00      16             cond_to_if <cycle 4> [211]
                0.00    0.00       2             or_to_if <cycle 4> [242]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[65]     0.3    0.00    0.01       1         gr_init [65]
                0.00    0.00     749/1994        hash_table_set [54]
                0.00    0.00       2/4           mk_hash_table [72]
                0.00    0.00     749/4778        mk_symbol [68]
                0.00    0.00     749/6732194     mk_number_from_int [257]
-----------------------------------------------
                                   3             named_let_to_letrec <cycle 4> [125]
                                   4             inner_or_to_if <cycle 4> [191]
                                   4             case_to_cond <cycle 4> [117]
                                   8             letrec_to_let <cycle 4> [96]
                                  32             let_to_combination <cycle 4> [145]
                                  49             sequence_to_exp <cycle 4> [159]
                                  63             define_to_lambda <cycle 4> [110]
                                  66             expand_cond_clauses <cycle 4> [150]
                                1438             xlat_sequence <cycle 4> [119]
                0.00    0.00       2/58          script_mode [23]
                0.00    0.00       6/58          data_eval <cycle 1> [104]
                0.00    0.01      50/58          populate_initial_environment [3]
[66]     0.2    0.00    0.01    1725         xlat <cycle 4> [66]
                0.00    0.00      20/37          sexp_quotation_value [70]
                0.00    0.00     711/711         is_named_let [100]
                0.00    0.00     711/711         is_and [101]
                0.00    0.00     692/692         is_let_star [102]
                0.00    0.00     688/688         is_define [103]
                0.00    0.00       2/2           quasiquote_to_list [112]
                0.00    0.00    1725/3583        is_sexp_quoted [126]
                0.00    0.00     713/713         is_or [147]
                0.00    0.00     708/708         is_let [148]
                0.00    0.00     692/692         is_letrec [149]
                0.00    0.00     625/625         is_cond [151]
                0.00    0.00     609/609         is_case [152]
                0.00    0.00     605/605         is_quasiquote [153]
                0.00    0.00      20/8078166     length [37]
                0.00    0.00      20/51817258     assert_throw [24]
                0.00    0.00      20/37          mk_quoted [217]
                0.00    0.00       2/112515609     cdr [11]
                                 603             xlat_sequence <cycle 4> [119]
                                  63             define_to_lambda <cycle 4> [110]
                                  16             let_to_combination <cycle 4> [145]
                                  16             cond_to_if <cycle 4> [211]
                                   4             letrec_to_let <cycle 4> [96]
                                   4             case_to_cond <cycle 4> [117]
                                   3             named_let_to_letrec <cycle 4> [125]
                                   2             or_to_if <cycle 4> [242]
-----------------------------------------------
                0.00    0.00      49/2692726     sequence_to_exp <cycle 4> [159]
                0.00    0.01 2692677/2692726     hairy_eval <cycle 1> [4]
[67]     0.2    0.00    0.01 2692726         is_last_exp [67]
                0.01    0.00 2692726/112515609     cdr [11]
-----------------------------------------------
                0.00    0.00       1/4778        script_mode [23]
                0.00    0.00       1/4778        main [1]
                0.00    0.00       2/4778        string_to_symbol [142]
                0.00    0.00       4/4778        case_to_cond <cycle 4> [117]
