Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/710018448     sexp_match_key [248]
                0.00    0.00       2/710018448     get_vars_from_match [141]
                0.00    0.00       3/710018448     named_let_to_letrec <cycle 4> [138]
                0.00    0.00       4/710018448     letrec_to_let <cycle 4> [90]
                0.00    0.00       4/710018448     case_clause_exp [250]
                0.00    0.00       4/710018448     is_last_clause [251]
                0.00    0.00       4/710018448     inner_construct_case_clauses [136]
                0.00    0.00       4/710018448     cdar [238]
                0.00    0.00       4/710018448     is_list [86]
                0.00    0.00       4/710018448     sexp_match_clauses [249]
                0.00    0.00       4/710018448     sexp_apply_procedure [239]
                0.00    0.00       5/710018448     mk_unassigned_vars [107]
                0.00    0.00       5/710018448     append [98]
                0.00    0.00       6/710018448     caddr [237]
                0.00    0.00       6/710018448     inner_or_to_if <cycle 4> [203]
                0.00    0.00       6/710018448     match_clauses_to_name_free <cycle 2> [140]
                0.00    0.00       6/710018448     _data_eval_procedure_ <cycle 1> [209]
                0.00    0.00       7/710018448     improper_list_length [244]
                0.00    0.00       8/710018448     sexp_apply_arguments [242]
                0.00    0.00       8/710018448     _cdr_procedure_ [208]
                0.00    0.00       8/710018448     _remove [84]
                0.00    0.00       9/710018448     cdddr [241]
                0.00    0.00       9/710018448     symbol_exist_in_improper_list [217]
                0.00    0.00       9/710018448     add_defs_to_context [198]
                0.00    0.00      10/710018448     mk_set_var_values [139]
                0.00    0.00      10/710018448     find_matching_match_clause [130]
                0.00    0.00      16/710018448     let_to_combination <cycle 4> [164]
                0.00    0.00      16/710018448     cond_clauses [231]
                0.00    0.00      16/710018448     rest_exps [230]
                0.00    0.00      16/710018448     find [211]
                0.00    0.00      16/710018448     pattern_match [131]
                0.00    0.00      31/710018448     _mul_procedure_ [169]
                0.00    0.00      32/710018448     define_scan [193]
                0.00    0.00      33/710018448     quasiquote_to_list [127]
                0.00    0.00      37/710018448     sexp_quotation_value [101]
                0.00    0.00      49/710018448     expand_cond_clauses <cycle 4> [168]
                0.00    0.00      49/710018448     cond_actions [212]
                0.00    0.00      57/710018448     if_sexp_predicate [196]
                0.00    0.00      63/710018448     caadr [177]
                0.00    0.00      64/710018448     _unzip_ [167]
                0.00    0.00      64/710018448     is_define [111]
                0.00    0.00      70/710018448     cadr [190]
                0.00    0.00      73/710018448     sexp_definition_variable [188]
                0.00    0.00      85/710018448     lambda_sexp_parameters [183]
                0.00    0.00     107/710018448     is_improper_list [201]
                0.00    0.00     107/710018448     scan_internal_defs [157]
                0.00    0.00     110/710018448     _cons_procedure_ [156]
                0.00    0.00     114/710018448     if_sexp_consequent [186]
                0.00    0.00     126/710018448     cdadr [182]
                0.00    0.00     128/710018448     sexp_definition_value [181]
                0.00    0.00     170/710018448     lambda_sexp_body [192]
                0.00    0.00     174/710018448     cddr [191]
                0.00    0.00     333/710018448     if_sexp_alternative [173]
                0.00    0.00     514/710018448     symbol_to_bound_var [145]
                0.00    0.00     968/710018448     exp_to_name_free_exp <cycle 2> [118]
                0.00    0.00    1117/710018448     get_var_index [146]
                0.00    0.00    1436/710018448     xlat_sequence <cycle 4> [142]
                0.01    0.00 9227464/710018448     _plus_procedure_ [29]
                0.01    0.00 9227499/710018448     fold_right [31]
                0.02    0.00 18454959/710018448     _sub_numbers [26]
                0.02    0.00 18454959/710018448     sub_numbers [20]
                0.02    0.00 18455118/710018448     is_last_exp [55]
                0.06    0.00 42612842/710018448     it_bin_pred [21]
                0.08    0.00 61068017/710018448     rest_operands [45]
                0.10    0.00 79523066/710018448     operands [37]
                0.10    0.00 79530002/710018448     _find [16]
                0.12    0.00 92275704/710018448     length [36]
                0.18    0.00 140591087/710018448     last_operand [28]
                0.18    0.00 140591383/710018448     reverse [11]
[13]     6.0    0.92    0.00 710018448         cdr [13]
-----------------------------------------------
                0.00    0.00       2/140600067     mk_command_line_list [120]
                0.00    0.00       4/140600067     construct_case_clauses [135]
                0.00    0.00       4/140600067     get_vars_from_match [141]
                0.00    0.00       6/140600067     match_clauses_to_name_free <cycle 2> [140]
                0.00    0.00       8/140600067     letrec_to_let <cycle 4> [90]
                0.00    0.00       9/140600067     add_definition_to_context [202]
                0.00    0.00       9/140600067     scan_internal_defs [157]
                0.00    0.00      10/140600067     mk_unassigned_vars [107]
                0.00    0.00      12/140600067     mk_sexp_quoted [207]
                0.00    0.00      12/140600067     abbreviation <cycle 3> [126]
                0.00    0.00      15/140600067     mk_set_var_values [139]
                0.00    0.00      16/140600067     let_to_combination <cycle 4> [164]
                0.00    0.00      16/140600067     inner_construct_case_clauses [136]
                0.00    0.00      16/140600067     add_binding_to_frame [205]
                0.00    0.00      18/140600067     named_let_to_letrec <cycle 4> [138]
                0.00    0.00      32/140600067     mk_sexp_lambda [194]
                0.00    0.00      32/140600067     add_var_if_consistent [184]
                0.00    0.00      66/140600067     quasiquote_to_list [127]
                0.00    0.00      87/140600067     _unzip_ [167]
                0.00    0.00      87/140600067     extend_context [175]
                0.00    0.00     110/140600067     _cons_procedure_ [156]
                0.00    0.00     148/140600067     mk_sexp_if [170]
                0.00    0.00     185/140600067     mk_list [155]
                0.00    0.00     252/140600067     define_to_lambda <cycle 4> [123]
                0.00    0.00     540/140600067     parse_list <cycle 3> [100]
                0.00    0.00     914/140600067     datum_plus <cycle 3> [99]
                0.00    0.00     950/140600067     exp_to_name_free_exp <cycle 2> [118]
                0.00    0.00    1436/140600067     xlat_sequence <cycle 4> [142]
                0.00    0.00    3988/140600067     hash_table_set [80]
                0.34    0.58 140591083/140600067     hairy_eval <cycle 1> [4]
[14]     6.0    0.34    0.58 140600067         cons [14]
                0.29    0.29 140600067/140600224     mk_pair_data [24]
-----------------------------------------------
                0.05    0.81 18454959/18454959     apply_primitive_procedure <cycle 1> [8]
[15]     5.6    0.05    0.81 18454959         _minus_procedure_ [15]
                0.05    0.64 18454959/18454959     sub_numbers [20]
                0.05    0.04 18454959/55365342     length [36]
                0.03    0.00 18454959/477160054     assert_throw [18]
-----------------------------------------------
                0.28    0.51 79529815/79529815     hash_table_ref [7]
[16]     5.2    0.28    0.51 79529815         _find [16]
                0.32    0.00 159060004/519808999     car [12]
                0.10    0.00 79530002/710018448     cdr [13]
                0.09    0.00 79523067/79523069     is_symbol_eq [53]
                0.01    0.00    6929/6929        _symbol_equal_ [115]
                0.00    0.00       6/33385356     is_number_equal [30]
-----------------------------------------------
                0.00    0.00       8/79531817     hash_table_delete [83]
                0.00    0.00    1994/79531817     hash_table_set [80]
                0.26    0.51 79529815/79531817     hash_table_ref [7]
[17]     5.0    0.26    0.51 79531817         vector_ref [17]
                0.24    0.00 159063634/477160054     assert_throw [18]
                0.09    0.12 79531817/79534425     as_integer [38]
                0.06    0.00 79531817/79533812     is_vector [57]
-----------------------------------------------
                0.00    0.00       1/477160054     open_input_file [257]
                0.00    0.00       1/477160054     _display_procedure_ [236]
                0.00    0.00       1/477160054     peek_char_from_port [258]
                0.00    0.00       2/477160054     string_to_symbol [82]
                0.00    0.00       2/477160054     symbol_to_string [87]
                0.00    0.00       2/477160054     _symbol_to_string_procedure_ [85]
                0.00    0.00       2/477160054     _string_to_symbol_procedure_ [81]
                0.00    0.00       3/477160054     read_from_port [122]
                0.00    0.00       4/477160054     inner_construct_case_clauses [136]
                0.00    0.00       4/477160054     construct_case_clauses [135]
                0.00    0.00       4/477160054     mk_vector [221]
                0.00    0.00       4/477160054     _caar_procedure_ [216]
                0.00    0.00       4/477160054     _cdar_procedure_ [218]
                0.00    0.00       6/477160054     named_let_to_letrec <cycle 4> [138]
                0.00    0.00       6/477160054     _data_eval_procedure_ <cycle 1> [209]
                0.00    0.00       8/477160054     string_length [227]
                0.00    0.00       8/477160054     string_append [210]
                0.00    0.00       8/477160054     _cdr_procedure_ [208]
                0.00    0.00       8/477160054     _reverse_procedure_ [197]
                0.00    0.00       9/477160054     read_char_from_port [225]
                0.00    0.00      11/477160054     set_car [234]
                0.00    0.00      14/477160054     _car_procedure_ [200]
                0.00    0.00      16/477160054     let_to_combination <cycle 4> [164]
                0.00    0.00      20/477160054     xlat <cycle 4> [70]
                0.00    0.00      20/477160054     is_char_equal [224]
                0.00    0.00      34/477160054     _IS_NIL_procedure_ [180]
                0.00    0.00      62/477160054     mul_number [73]
                0.00    0.00      64/477160054     is_number_lt [189]
                0.00    0.00     110/477160054     _cons_procedure_ [156]
                0.00    0.00    3988/477160054     vector_set [143]
                0.03    0.00 18454928/477160054     add_number [42]
                0.03    0.00 18454959/477160054     _minus_procedure_ [15]
                0.03    0.00 18455045/477160054     procedure_body [56]
                0.03    0.00 18455045/477160054     procedure_environment [49]
                0.05    0.00 36909918/477160054     _sub_two_numbers [34]
                0.10    0.00 66770712/477160054     is_number_equal [30]
                0.21    0.00 140591387/477160054     set_cdr [25]
                0.24    0.00 159063634/477160054     vector_ref [17]
[18]     4.6    0.71    0.00 477160054         assert_throw [18]
-----------------------------------------------
                0.05    0.65 33385344/33385344     apply_primitive_procedure <cycle 1> [8]
[19]     4.6    0.05    0.65 33385344         _equal_procedure_ [19]
                0.10    0.55 33385344/33385376     it_bin_pred [21]
-----------------------------------------------
                0.05    0.64 18454959/18454959     _minus_procedure_ [15]
[20]     4.5    0.05    0.64 18454959         sub_numbers [20]
                0.08    0.40 18454959/18454959     _sub_numbers [26]
                0.05    0.04 18454959/55365342     length [36]
                0.04    0.00 18454959/519808999     car [12]
                0.02    0.00 18454959/710018448     cdr [13]
                0.02    0.00 18454959/232867458     nil [40]
-----------------------------------------------
                0.00    0.00      32/33385376     _less_procedure_ [172]
                0.10    0.55 33385344/33385376     _equal_procedure_ [19]
[21]     4.3    0.10    0.55 33385376         it_bin_pred [21]
                0.10    0.25 33385344/33385356     is_number_equal [30]
                0.13    0.00 66770752/519808999     car [12]
                0.06    0.00 42612842/710018448     cdr [13]
                0.02    0.00 33385376/33385441     mk_boolean [88]
                0.00    0.00      32/32          is_number_lt [189]
-----------------------------------------------
                0.00    0.00       8/79533811     hash_table_delete [83]
                0.00    0.00    3988/79533811     hash_table_set [80]
                0.32    0.32 79529815/79533811     hash_table_ref [7]
[22]     4.1    0.32    0.32 79533811         get_index [22]
                0.32    0.00 79533214/79533214     _symbol_hash_ [33]
                0.00    0.00     597/597         number_hash [166]
-----------------------------------------------
                0.00    0.59       1/1           main [1]
[23]     3.9    0.00    0.59       1         script_mode [23]
                0.08    0.49       2/52          eval <cycle 1> [116]
                0.01    0.00       3/53          stack_init [48]
                0.00    0.00       1/1           mk_command_line_list [120]
                0.00    0.00       3/3           read_from_port [122]
                0.00    0.00       2/58          xlat <cycle 4> [70]
                0.00    0.00       1/21          mk_string_with_length [71]
                0.00    0.00       1/4778        mk_symbol [61]
                0.00    0.00       1/65          define_variable [124]
                0.00    0.00      10/10          is_char_equal [224]
                0.00    0.00       9/9           read_char_from_port [225]
                0.00    0.00       1/1           open_input_file [257]
                0.00    0.00       1/1           peek_char_from_port [258]
                0.00    0.00      12/114         is_eof_object [270]
                0.00    0.00       2/78          mk_char [271]
-----------------------------------------------
                0.00    0.00       2/140600224     mk_match [245]
                0.00    0.00       6/140600224     mk_assignment [228]
                0.00    0.00      64/140600224     mk_definition [185]
                0.00    0.00      85/140600224     mk_lambda [176]
                0.29    0.29 140600067/140600224     cons [14]
[24]     3.8    0.29    0.29 140600224         mk_pair_data [24]
                0.29    0.00 281200448/318114044     mloc [32]
-----------------------------------------------
                0.00    0.00       4/140591387     append [98]
                0.30    0.21 140591383/140591387     reverse [11]
[25]     3.3    0.30    0.21 140591387         set_cdr [25]
                0.21    0.00 140591387/477160054     assert_throw [18]
-----------------------------------------------
                             18454959             _sub_numbers [26]
                0.08    0.40 18454959/18454959     sub_numbers [20]
[26]     3.1    0.08    0.40 18454959+18454959 _sub_numbers [26]
                0.14    0.17 18454959/18454959     _sub_two_numbers [34]
                0.04    0.00 18454959/519808999     car [12]
                0.03    0.00 36909918/232867458     nil [40]
                0.02    0.00 18454959/710018448     cdr [13]
                             18454959             _sub_numbers [26]
-----------------------------------------------
                0.18    0.28 140591087/140591087     hairy_eval <cycle 1> [4]
[27]     3.0    0.18    0.28 140591087         first_operand [27]
                0.28    0.00 140591087/519808999     car [12]
-----------------------------------------------
                0.23    0.18 140591087/140591087     hairy_eval <cycle 1> [4]
[28]     2.7    0.23    0.18 140591087         last_operand [28]
                0.18    0.00 140591087/710018448     cdr [13]
-----------------------------------------------
                0.03    0.37 9227464/9227464     apply_primitive_procedure <cycle 1> [8]
[29]     2.6    0.03    0.37 9227464         _plus_procedure_ [29]
                0.08    0.26 9227464/9227497     fold_right [31]
                0.02    0.00 9227464/519808999     car [12]
                0.01    0.00 9227464/710018448     cdr [13]
-----------------------------------------------
                0.00    0.00       6/33385356     _find [16]
                0.00    0.00       6/33385356     _remove [84]
                0.10    0.25 33385344/33385356     it_bin_pred [21]
[30]     2.3    0.10    0.25 33385356         is_number_equal [30]
                0.10    0.00 66770712/477160054     assert_throw [18]
                0.09    0.00 66770712/122135684     is_number [43]
                0.06    0.00 33385356/61067842     is_atleast_one [50]
-----------------------------------------------
                             9227499             fold_right [31]
                0.00    0.00       2/9227497     _string_append_procedure_ [119]
                0.00    0.00      31/9227497     _mul_procedure_ [169]
                0.08    0.26 9227464/9227497     _plus_procedure_ [29]
[31]     2.2    0.08    0.26 9227497+9227499 fold_right [31]
                0.07    0.12 9227464/9227464     add_number [42]
                0.01    0.03      31/31          mul_number [73]
                0.02    0.00 9227499/519808999     car [12]
                0.02    0.00 18454996/232867458     nil [40]
                0.01    0.00 9227499/710018448     cdr [13]
                0.00    0.00       4/4           string_append [210]
                             9227499             fold_right [31]
-----------------------------------------------
                0.00    0.00       2/318114044     symbol_to_string [87]
                0.00    0.00       2/318114044     mk_eof [263]
                0.00    0.00       2/318114044     mk_port [264]
                0.00    0.00       8/318114044     mk_apply [226]
                0.00    0.00       8/318114044     mk_hash_table [102]
                0.00    0.00      12/318114044     _mk_vector [229]
                0.00    0.00      33/318114044     mk_unasigned_number [113]
                0.00    0.00      42/318114044     mk_cell_data [219]
                0.00    0.00      50/318114044     mk_string_type [215]
                0.00    0.00      53/318114044     stack_init [48]
                0.00    0.00      62/318114044     mk_none [213]
                0.00    0.00     114/318114044     mk_if [204]
                0.00    0.00     152/318114044     mk_procedure [171]
                0.00    0.00     306/318114044     mk_primitive_procedure [179]
                0.00    0.00     572/318114044     mk_bound_var [174]
                0.00    0.00    2070/318114044     mk_symbol [61]
                0.04    0.00 36910108/318114044     mk_env [51]
                0.29    0.00 281200448/318114044     mk_pair_data [24]
[32]     2.1    0.33    0.00 318114044         mloc [32]
-----------------------------------------------
                0.32    0.00 79533214/79533214     get_index [22]
[33]     2.1    0.32    0.00 79533214         _symbol_hash_ [33]
-----------------------------------------------
                0.14    0.17 18454959/18454959     _sub_numbers [26]
[34]     2.0    0.14    0.17 18454959         _sub_two_numbers [34]
                0.05    0.00 36909918/477160054     assert_throw [18]
                0.05    0.00 36909918/122135684     is_number [43]
                0.04    0.00 18454959/27683215     mk_number_from_int [58]
                0.03    0.00 18454959/61067842     is_atleast_one [50]
-----------------------------------------------
                0.10    0.20 51840589/51840589     hairy_eval <cycle 1> [4]
[35]     2.0    0.10    0.20 51840589         lookup_variable_value [35]
                0.12    0.08 51840589/51840589     get_var [39]
-----------------------------------------------
                0.00    0.00       1/55365342     _display_procedure_ [236]
                0.00    0.00       2/55365342     exp_to_name_free_exp <cycle 2> [118]
                0.00    0.00       2/55365342     _symbol_to_string_procedure_ [85]
                0.00    0.00       2/55365342     _string_to_symbol_procedure_ [81]
                0.00    0.00       3/55365342     named_let_to_letrec <cycle 4> [138]
                0.00    0.00       4/55365342     mk_apply [226]
                0.00    0.00       4/55365342     _caar_procedure_ [216]
                0.00    0.00       4/55365342     _cdar_procedure_ [218]
                0.00    0.00       4/55365342     construct_case_clauses [135]
                0.00    0.00       6/55365342     _data_eval_procedure_ <cycle 1> [209]
                0.00    0.00       8/55365342     _cdr_procedure_ [208]
                0.00    0.00       8/55365342     _reverse_procedure_ [197]
                0.00    0.00      14/55365342     _car_procedure_ [200]
                0.00    0.00      16/55365342     let_to_combination <cycle 4> [164]
                0.00    0.00      20/55365342     xlat <cycle 4> [70]
                0.00    0.00      34/55365342     _IS_NIL_procedure_ [180]
                0.00    0.00      63/55365342     define_to_lambda <cycle 4> [123]
                0.00    0.00      66/55365342     mk_procedure [171]
                0.00    0.00     110/55365342     _cons_procedure_ [156]
                0.05    0.04 18454959/55365342     sub_numbers [20]
                0.05    0.04 18454959/55365342     _minus_procedure_ [15]
                0.05    0.04 18455053/55365342     hairy_eval <cycle 1> [4]
[36]     1.8    0.16    0.12 55365342         length [36]
                0.12    0.00 92275704/710018448     cdr [13]
-----------------------------------------------
                0.11    0.10 79523066/79523066     hairy_eval <cycle 1> [4]
[37]     1.4    0.11    0.10 79523066         operands [37]
                0.10    0.00 79523066/710018448     cdr [13]
-----------------------------------------------
                0.00    0.00       1/79534425     display_number [256]
                0.00    0.00       4/79534425     _mk_vector [229]
                0.00    0.00       4/79534425     mk_vector [221]
                0.00    0.00       8/79534425     string_append [210]
                0.00    0.00     597/79534425     number_hash [166]
                0.00    0.00    1994/79534425     vector_set [143]
                0.09    0.12 79531817/79534425     vector_ref [17]
[38]     1.4    0.09    0.12 79534425         as_integer [38]
                0.12    0.00 79534425/79534488     is_real [47]
-----------------------------------------------
                0.12    0.08 51840589/51840589     lookup_variable_value [35]
[39]     1.3    0.12    0.08 51840589         get_var [39]
                0.08    0.00 51840589/51840589     get_var_from_frame [54]
-----------------------------------------------
                0.00    0.00       1/232867458     mk_command_line_list [120]
                0.00    0.00       3/232867458     get_global_env [246]
                0.00    0.00       4/232867458     mk_set_var_values [139]
                0.00    0.00       4/232867458     mk_hash_table [102]
                0.00    0.00       5/232867458     get_vars_from_match [141]
                0.00    0.00       5/232867458     abbreviation <cycle 3> [126]
                0.00    0.00       6/232867458     mk_sexp_quoted [207]
                0.00    0.00      10/232867458     parse_list <cycle 3> [100]
                0.00    0.00      16/232867458     find [211]
                0.00    0.00      24/232867458     find_matching_match_clause [130]
                0.00    0.00      37/232867458     mk_sexp_if [170]
                0.00    0.00      46/232867458     unzip [165]
                0.00    0.00      58/232867458     eval <cycle 1> [116]
                0.00    0.00      85/232867458     scan_internal_defs [157]
                0.00    0.00     152/232867458     mk_list [155]
                0.00    0.00     531/232867458     datum_plus <cycle 3> [99]
                0.02    0.00 18454959/232867458     sub_numbers [20]
                0.02    0.00 18454996/232867458     fold_right [31]
                0.03    0.00 36909918/232867458     _sub_numbers [26]
                0.07    0.00 79523296/232867458     reverse [11]
                0.07    0.00 79523302/232867458     hairy_eval <cycle 1> [4]
[40]     1.3    0.20    0.00 232867458         nil [40]
-----------------------------------------------
                0.04    0.16 79523066/79523066     hairy_eval <cycle 1> [4]
[41]     1.3    0.04    0.16 79523066         operator [41]
                0.16    0.00 79523066/519808999     car [12]
-----------------------------------------------
                0.07    0.12 9227464/9227464     fold_right [31]
[42]     1.2    0.07    0.12 9227464         add_number [42]
                0.03    0.00 18454928/18454928     type_tag_to_string [75]
                0.03    0.00 18454928/477160054     assert_throw [18]
                0.02    0.00 18454928/122135684     is_number [43]
                0.02    0.00 9227464/27683215     mk_number_from_int [58]
                0.02    0.00 9227464/61067842     is_atleast_one [50]
-----------------------------------------------
                0.00    0.00      62/122135684     mul_number [73]
                0.00    0.00      64/122135684     is_number_lt [189]
                0.02    0.00 18454928/122135684     add_number [42]
                0.05    0.00 36909918/122135684     _sub_two_numbers [34]
                0.09    0.00 66770712/122135684     is_number_equal [30]
[43]     1.1    0.17    0.00 122135684         is_number [43]
-----------------------------------------------
                0.08    0.08 18455045/18455045     hairy_eval <cycle 1> [4]
[44]     1.0    0.08    0.08 18455045         check_procedure_arg_len [44]
                0.05    0.00 18455045/18455045     param_len [63]
                0.03    0.00 18455045/18455045     is_var_arg [74]
-----------------------------------------------
                0.07    0.08 61068017/61068017     hairy_eval <cycle 1> [4]
[45]     1.0    0.07    0.08 61068017         rest_operands [45]
                0.08    0.00 61068017/710018448     cdr [13]
-----------------------------------------------
                0.04    0.10 18455053/18455053     hairy_eval <cycle 1> [4]
[46]     0.9    0.04    0.10 18455053         extend_environment [46]
                0.06    0.04 18455053/18455054     mk_env [51]
-----------------------------------------------
                0.00    0.00       1/79534488     display_number [256]
                0.00    0.00      62/79534488     as_real [78]
                0.12    0.00 79534425/79534488     as_integer [38]
[47]     0.8    0.12    0.00 79534488         is_real [47]
-----------------------------------------------
                0.01    0.00       3/53          script_mode [23]
                0.11    0.00      50/53          populate_initial_environment [3]
[48]     0.8    0.12    0.00      53         stack_init [48]
                0.00    0.00      53/318114044     mloc [32]
-----------------------------------------------
                0.07    0.04 18455045/18455045     hairy_eval <cycle 1> [4]
[49]     0.7    0.07    0.04 18455045         procedure_environment [49]
                0.03    0.00 18455045/477160054     assert_throw [18]
                0.01    0.00 18455045/55365135     is_compound_procedure [68]
-----------------------------------------------
                0.00    0.00      31/61067842     mul_number [73]
                0.00    0.00      32/61067842     is_number_lt [189]
                0.02    0.00 9227464/61067842     add_number [42]
                0.03    0.00 18454959/61067842     _sub_two_numbers [34]
                0.06    0.00 33385356/61067842     is_number_equal [30]
[50]     0.7    0.11    0.00 61067842         is_atleast_one [50]
-----------------------------------------------
                0.00    0.00       1/18455054     get_global_env [246]
                0.06    0.04 18455053/18455054     extend_environment [46]
[51]     0.6    0.06    0.04 18455054         mk_env [51]
                0.04    0.00 36910108/318114044     mloc [32]
-----------------------------------------------
                0.10    0.00 79523070/79523070     hairy_eval <cycle 1> [4]
[52]     0.6    0.10    0.00 79523070         no_operands [52]
-----------------------------------------------
                0.00    0.00       2/79523069     _remove [84]
                0.09    0.00 79523067/79523069     _find [16]
[53]     0.6    0.09    0.00 79523069         is_symbol_eq [53]
-----------------------------------------------
                0.08    0.00 51840589/51840589     get_var [39]
[54]     0.5    0.08    0.00 51840589         get_var_from_frame [54]
-----------------------------------------------
                0.00    0.00      49/18455118     sequence_to_exp <cycle 4> [178]
                0.05    0.02 18455069/18455118     hairy_eval <cycle 1> [4]
[55]     0.5    0.05    0.02 18455118         is_last_exp [55]
                0.02    0.00 18455118/710018448     cdr [13]
-----------------------------------------------
                0.02    0.04 18455045/18455045     hairy_eval <cycle 1> [4]
[56]     0.4    0.02    0.04 18455045         procedure_body [56]
                0.03    0.00 18455045/477160054     assert_throw [18]
                0.01    0.00 18455045/55365135     is_compound_procedure [68]
-----------------------------------------------
                0.00    0.00       1/79533812     display_on_file [254]
                0.00    0.00    1994/79533812     vector_set [143]
                0.06    0.00 79531817/79533812     vector_ref [17]
[57]     0.4    0.06    0.00 79533812         is_vector [57]
-----------------------------------------------
                0.00    0.00       4/27683215     mk_hash_table [102]
                0.00    0.00       8/27683215     string_length [227]
                0.00    0.00      31/27683215     mk_number [214]
                0.00    0.00     749/27683215     gr_init [79]
                0.02    0.00 9227464/27683215     add_number [42]
                0.04    0.00 18454959/27683215     _sub_two_numbers [34]
[58]     0.4    0.06    0.00 27683215         mk_number_from_int [58]
-----------------------------------------------
[59]     0.3    0.00    0.05      58+2445    <cycle 4 as a whole> [59]
                0.00    0.04    1725             xlat <cycle 4> [70]
                0.00    0.02       4             letrec_to_let <cycle 4> [90]
                0.00    0.00      63             define_to_lambda <cycle 4> [123]
                0.00    0.00       4             case_to_cond <cycle 4> [132]
                0.00    0.00       3             named_let_to_letrec <cycle 4> [138]
                0.00    0.00     603+1436        xlat_sequence <cycle 4> [142]
                0.00    0.00      16             let_to_combination <cycle 4> [164]
                0.00    0.00      16+33          expand_cond_clauses <cycle 4> [168]
                0.00    0.00      49             sequence_to_exp <cycle 4> [178]
                0.00    0.00       2+2           inner_or_to_if <cycle 4> [203]
                0.00    0.00      16             cond_to_if <cycle 4> [232]
                0.00    0.00       2             or_to_if <cycle 4> [262]
-----------------------------------------------
                0.00    0.00      49/18455118     sequence_to_exp <cycle 4> [178]
                0.02    0.04 18455069/18455118     hairy_eval <cycle 1> [4]
[60]     0.3    0.02    0.04 18455118         first_exp [60]
                0.04    0.00 18455118/519808999     car [12]
-----------------------------------------------
                0.00    0.00       1/4778        script_mode [23]
                0.00    0.00       1/4778        main [1]
                0.00    0.00       2/4778        string_to_symbol [82]
                0.00    0.00       4/4778        case_to_cond <cycle 4> [132]
                0.00    0.00       5/4778        mk_set_var_values [139]
                0.00    0.00       6/4778        named_let_to_letrec <cycle 4> [138]
                0.00    0.00       7/4778        abbreviation <cycle 3> [126]
                0.00    0.00       8/4778        inner_construct_case_clauses [136]
                0.00    0.00      14/4778        next_token [67]
                0.00    0.00      20/4778        name_from_pattern_var [129]
                0.00    0.00      22/4778        init_symbol_table [121]
                0.00    0.00      33/4778        quasiquote_to_list [127]
                0.00    0.00     126/4778        define_to_lambda <cycle 4> [123]
                0.00    0.00     153/4778        init_primitive_procedures [112]
                0.01    0.00     688/4778        is_define [111]
                0.01    0.00     692/4778        is_let_star [110]
                0.01    0.00     711/4778        is_and [109]
                0.01    0.00     711/4778        is_named_let [108]
                0.01    0.00     749/4778        gr_init [79]
                0.01    0.00     825/4778        identifier [106]
[61]     0.3    0.04    0.01    4778         mk_symbol [61]
                0.00    0.01    1035/1994        hash_table_set [80]
                0.00    0.00    4778/79529815     hash_table_ref [7]
                0.00    0.00    2070/318114044     mloc [32]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.3    0.05    0.00                 format_error [62]
-----------------------------------------------
                0.05    0.00 18455045/18455045     check_procedure_arg_len [44]
[63]     0.3    0.05    0.00 18455045         param_len [63]
-----------------------------------------------
                0.03    0.01 18455045/18455045     hairy_eval <cycle 1> [4]
[64]     0.3    0.03    0.01 18455045         procedure_parameters [64]
                0.01    0.00 18455045/55365135     is_compound_procedure [68]
-----------------------------------------------
[65]     0.3    0.00    0.04      54+3231    <cycle 3 as a whole> [65]
                0.00    0.02    1549             datum <cycle 3> [91]
                0.00    0.01     540+914         datum_plus <cycle 3> [99]
                0.00    0.01     582             parse_list <cycle 3> [100]
                0.00    0.00      32             abbreviation <cycle 3> [126]
                0.00    0.00     582             compound_datum <cycle 3> [133]
-----------------------------------------------
                0.00    0.00       3/54          read_from_port [122]
                0.00    0.04      51/54          populate_initial_environment [3]
[66]     0.3    0.00    0.04      54         read_from_file [66]
                0.00    0.04      54/54          datum <cycle 3> [91]
-----------------------------------------------
                0.00    0.00      10/4177        parse_vector [134]
                0.00    0.00      32/4177        abbreviation <cycle 3> [126]
                0.00    0.01    1132/4177        parse_list <cycle 3> [100]
                0.00    0.01    1454/4177        datum_plus <cycle 3> [99]
                0.00    0.02    1549/4177        simple_datum [92]
[67]     0.3    0.00    0.04    4177         next_token [67]
                0.00    0.02      11/11          string [89]
                0.00    0.02      33/33          _decimal [95]
                0.00    0.01     825/825         identifier [106]
                0.00    0.00      14/4778        mk_symbol [61]
                0.00    0.00      16/33385441     mk_boolean [88]
                0.00    0.00    2098/2098        skip_atmospheres [268]
                0.00    0.00    2096/5904        initial [265]
                0.00    0.00      66/66          character [274]
-----------------------------------------------
                0.01    0.00 18455045/55365135     procedure_parameters [64]
                0.01    0.00 18455045/55365135     procedure_body [56]
                0.01    0.00 18455045/55365135     procedure_environment [49]
[68]     0.3    0.04    0.00 55365135         is_compound_procedure [68]
-----------------------------------------------
                0.00    0.00       1/33385423     peek_char_from_port [258]
                0.00    0.00       3/33385423     read_from_port [122]
                0.00    0.00       9/33385423     read_char_from_port [225]
                0.04    0.00 33385410/33385423     hairy_eval <cycle 1> [4]
[69]     0.3    0.04    0.00 33385423         is_true [69]
-----------------------------------------------
                                   3             named_let_to_letrec <cycle 4> [138]
